law_source,law_text,law_number,law_year
c.p.,"  Le disposizioni dell'articolo precedente si applicano anche se l'errore sul fatto che costituisce il reato è determinato dall'altrui inganno; ma, in tal caso, del fatto commesso dalla persona ingannata risponde chi l'ha determinata a commetterlo. ",art. 50,
c.p.,"  Non è punibile chi ha commesso il fatto, per esservi stato costretto dalla necessità di difendere un diritto proprio od altrui contro il pericolo attuale di un'offesa ingiusta, sempre che la difesa sia proporzionata all'offesa.  Nei casi previsti dall'articolo 614, primo e secondo comma, sussiste sempre il rapporto di proporzione di cui al primo comma del presente articolo se taluno legittimamente presente in uno dei luoghi ivi indicati usa un'arma legittimamente detenuta o altro mezzo idoneo al fine di difendere:  a) la propria o la altrui incolumità:  b) i beni propri o altrui, quando non vi è desistenza e vi è pericolo d'aggressione. Le disposizioni di cui al secondo e al quarto comma si applicano anche nel caso in cui il fatto sia avvenuto all'interno di ogni altro luogo ove venga esercitata un'attività commerciale, professionale o imprenditoriale. Nei casi di cui al secondo e al terzo comma agisce sempre in stato di legittima difesa colui che compie un atto per respingere l'intrusione posta in essere, con violenza o minaccia di uso di armi o di altri mezzi di coazione fisica, da parte di una o più persone. ",art. 52,
c.p.,"  Ferme le disposizioni contenute nei due articoli precedenti, non è punibile il pubblico ufficiale che, al fine di adempiere un dovere del proprio ufficio, fa uso ovvero ordina di far uso delle armi o di un altro mezzo di coazione fisica, quando vi è costretto dalla necessità di respingere una violenza o di vincere una resistenza all'Autorità e comunque di impedire la consumazione dei delitti di strage, di naufragio, sommersione, disastro aviatorio, disastro ferroviario, omicidio volontario, rapina a mano armata e sequestro di persona.  La stessa disposizione si applica a qualsiasi persona che, legalmente richiesta dal pubblico ufficiale, gli presti assistenza.  La legge determina gli altri casi, nei quali è autorizzato l'uso delle armi o di un altro mezzo di coazione fisica. ",art. 53,
c.p.,"  Quando, nel commettere alcuno dei fatti preveduti dagli articoli 51, 52, 53 e 54, si eccedono colposamente i limiti stabiliti dalla legge o dall'ordine dell'Autorità ovvero imposti dalla necessità, si applicano le disposizioni concernenti i delitti colposi, se il fatto è preveduto dalla legge come delitto colposo. Nei casi di cui ai commi secondo, terzo e quarto dell'articolo 52, la punibilità è esclusa se chi ha commesso il fatto per la salvaguardia della propria o altrui incolumità ha agito nelle condizioni di cui all'articolo 61, primo comma, n. 5) ovvero in stato di grave turbamento, derivante dalla situazione di pericolo in atto. ",art. 55,
c.p.,"  Chi compie atti idonei, diretti in modo non equivoco a commettere un delitto, risponde di delitto tentato, se l'azione non si compie o l'evento non si verifica.  Il colpevole di delitto tentato è punito: con la reclusione da ventiquattro a trenta anni, se dalla legge è stabilita per il delitto la pena di morte; con la reclusione non inferiore a dodici anni, se la pena stabilita è l'ergastolo; e, negli altri casi, con la pena stabilita per il delitto, diminuita da un terzo a due terzi. 5  Se il colpevole volontariamente desiste dall'azione, soggiace soltanto alla pena per gli atti compiuti, qualora questi costituiscano per sé un reato diverso.  Se volontariamente impedisce l'evento, soggiace alla pena stabilita per il delitto tentato, diminuita da un terzo alla metà. -------------AGGIORNAMENTO (5) Il D.Lgs. Luogotenenziale 10 agosto 1944, n. 224 ha disposto (con l'art. 1, commi 1 e 2) che ""Per i delitti preveduti nel Codice penale è soppressa la pena di morte.  Quando nelle disposizioni del detto Codice è comminata la pena di morte, in luogo di questa si applica la pena dell'ergastolo"". ",art. 56,
c.p.,". Nel caso di stampa non periodica, le disposizioni di cui al precedente articolo si applicano all'editore, se l'autore della pubblicazione è ignoto o non imputabile, ovvero allo stampatore, se l'editore non è indicato o non è imputabile. ",art. 57 bis,
c.p.,". Nel caso di stampa non periodica, le disposizioni di cui al precedente articolo si applicano all'editore, se l'autore della pubblicazione è ignoto o non imputabile, ovvero allo stampatore, se l'editore non è indicato o non è imputabile. ",art. 58,
c.p.,". Se il reato commesso col mezzo della stampa è punibile a querela, istanza o richiesta, anche per la punibilità dei reati preveduti dai tre articoli precedenti è necessaria querela, istanza o richiesta.  La querela, la istanza o la richiesta presentata contro il direttore o vice-direttore responsabile, l'editore o lo stampatore, ha effetto anche nei confronti dell'autore della pubblicazione per il reato da questo commesso.  Non si può procedere per i reati preveduti nei tre articoli precedenti se è necessaria una autorizzazione di procedimento per il reato commesso dall'autore della pubblicazione, fino a quando l'autorizzazione non è concessa. Questa disposizione non si applica se l'autorizzazione è stabilita per le qualità o condizioni personali dell'autore della pubblicazione. ",art. 58 bis,
c.p.,". Se il reato commesso col mezzo della stampa è punibile a querela, istanza o richiesta, anche per la punibilità dei reati preveduti dai tre articoli precedenti è necessaria querela, istanza o richiesta.  La querela, la istanza o la richiesta presentata contro il direttore o vice-direttore responsabile, l'editore o lo stampatore, ha effetto anche nei confronti dell'autore della pubblicazione per il reato da questo commesso.  Non si può procedere per i reati preveduti nei tre articoli precedenti se è necessaria una autorizzazione di procedimento per il reato commesso dall'autore della pubblicazione, fino a quando l'autorizzazione non è concessa. Questa disposizione non si applica se l'autorizzazione è stabilita per le qualità o condizioni personali dell'autore della pubblicazione. ",art. 59,
c.p.,"  Nel caso di errore sulla persona offesa da un reato, non sono poste a carico dell'agente le circostanze aggravanti, che riguardano le condizioni o qualità della persona offesa, o i rapporti tra offeso e colpevole.  Sono invece valutate a suo favore le circostanze attenuanti, erroneamente supposte, che concernono le condizioni, le qualità o i rapporti predetti.  Le disposizioni di questo articolo non si applicano, se si tratta di circostanze che riguardano l'età o altre condizioni o qualità, fisiche o psichiche, della persona offesa. ",art. 60,
c.p.,"  Nel caso di errore sulla persona offesa da un reato, non sono poste a carico dell'agente le circostanze aggravanti, che riguardano le condizioni o qualità della persona offesa, o i rapporti tra offeso e colpevole.  Sono invece valutate a suo favore le circostanze attenuanti, erroneamente supposte, che concernono le condizioni, le qualità o i rapporti predetti.  Le disposizioni di questo articolo non si applicano, se si tratta di circostanze che riguardano l'età o altre condizioni o qualità, fisiche o psichiche, della persona offesa. ",art. 61,
c.p.,.Per i reati puniti con la pena della reclusione non inferiore nel massimo a quattro anni nella commissione dei quali abbia dato il suo contributo un gruppo criminale organizzato impegnato in attività criminali in più di uno Stato la pena è aumentata da un terzo alla metà. Si applica altresì il secondo comma dell'articolo 416-bis.1.,art. 61 bis,
c.p.,".  Il giudice, indipendentemente dalle circostanze previste nell'articolo 62, può prendere in considerazione altre circostanze diverse, qualora le ritenga tali da giustificare una diminuzione della pena. Esse sono considerate in ogni caso, ai fini dell'applicazione di questo capo, come una sola circostanza, la quale può anche concorrere con una o più delle circostanze indicate nel predetto articolo 62.  Ai fini dell'applicazione del primo comma non si tiene conto dei criteri di cui all'articolo 133, primo comma, numero 3), e secondo comma, nei casi previsti dall'articolo 99, quarto comma, in relazione ai delitti previsti dall'articolo 407, comma 2, lettera a), del codice di procedura penale, nel caso in cui siano puniti con la pena della reclusione non inferiore nel minimo a cinque anni. 229  In ogni caso, l'assenza di precedenti condanne per altri reati a carico del condannato non puo` essere, per ciò solo, posta a fondamento della concessione delle circostanze di cui al primo comma. --------------AGGIORNAMENTO (6) Il D.Lgs. Luogotenenziale 14 settembre 1944, n. 288 ha disposto (con l'art. 1, comma 1) che la presente modifica è apportata fino a quando non sia pubblicato il nuovo Codice penale. --------------AGGIORNAMENTO (229) La Corte Costituzionale con sentenza 7-10 giugno 2011, n. 183 (in G.U. 1ª s.s. 15/06/2011, n. 26) ha dichiarato ""l'illegittimità costituzionale dell'art. 62-bis, secondo comma, del codice penale, come sostituito dall'art. 1, comma 1, della legge 5 dicembre 2005, n. 251 (Modifiche al codice penale e alla legge 26 luglio 1975, n. 354, in materia di attenuanti generiche, di recidiva, di giudizio di comparazione delle circostanze di reato per i recidivi, di usura e di prescrizione), nella parte in cui stabilisce che, ai fini dell'applicazione del primo comma dello stesso articolo, non si possa tenere conto della condotta del reo susseguente al reato"". ",art. 62 bis,
c.p.,".  Il giudice, indipendentemente dalle circostanze previste nell'articolo 62, può prendere in considerazione altre circostanze diverse, qualora le ritenga tali da giustificare una diminuzione della pena. Esse sono considerate in ogni caso, ai fini dell'applicazione di questo capo, come una sola circostanza, la quale può anche concorrere con una o più delle circostanze indicate nel predetto articolo 62.  Ai fini dell'applicazione del primo comma non si tiene conto dei criteri di cui all'articolo 133, primo comma, numero 3), e secondo comma, nei casi previsti dall'articolo 99, quarto comma, in relazione ai delitti previsti dall'articolo 407, comma 2, lettera a), del codice di procedura penale, nel caso in cui siano puniti con la pena della reclusione non inferiore nel minimo a cinque anni. 229  In ogni caso, l'assenza di precedenti condanne per altri reati a carico del condannato non puo` essere, per ciò solo, posta a fondamento della concessione delle circostanze di cui al primo comma. --------------AGGIORNAMENTO (6) Il D.Lgs. Luogotenenziale 14 settembre 1944, n. 288 ha disposto (con l'art. 1, comma 1) che la presente modifica è apportata fino a quando non sia pubblicato il nuovo Codice penale. --------------AGGIORNAMENTO (229) La Corte Costituzionale con sentenza 7-10 giugno 2011, n. 183 (in G.U. 1ª s.s. 15/06/2011, n. 26) ha dichiarato ""l'illegittimità costituzionale dell'art. 62-bis, secondo comma, del codice penale, come sostituito dall'art. 1, comma 1, della legge 5 dicembre 2005, n. 251 (Modifiche al codice penale e alla legge 26 luglio 1975, n. 354, in materia di attenuanti generiche, di recidiva, di giudizio di comparazione delle circostanze di reato per i recidivi, di usura e di prescrizione), nella parte in cui stabilisce che, ai fini dell'applicazione del primo comma dello stesso articolo, non si possa tenere conto della condotta del reo susseguente al reato"". ",art. 63,
c.p.,"  Quando ricorre una circostanza aggravante, e l'aumento di pena non è determinato dalla legge, è aumentata fino a un terzo la pena che dovrebbe essere inflitta per il reato commesso.  Nondimeno, la pena della reclusione da applicare per effetto dell'aumento non può superare gli anni trenta. ",art. 64,
c.p.,"  Quando ricorre una circostanza aggravante, e l'aumento di pena non è determinato dalla legge, è aumentata fino a un terzo la pena che dovrebbe essere inflitta per il reato commesso.  Nondimeno, la pena della reclusione da applicare per effetto dell'aumento non può superare gli anni trenta. ",art. 65,
