Domanda,Risposta 1,Risposta 2,Risposta 3
"Con riferimento agli elementi essenziali del provvedimento amministrativo (secondo la  ""teoria funzionale-procedimentale"":  soggetto, oggetto, contenuto, finalità e forma), il contenuto: ","Può essere distinto in naturale, implicito e eventuale. ",Può essere costituito solo da una autorizzazione. ,Non può mai essere determinato dalla presenza di elementi accidentali (termine o 
"Il diritto di accesso ai documenti amministrativi deve costituire, in attuazione dei  principi fondamentali introdotti dalla L. n.  241/1990, la regola generale. Il differimento o il diniego sono, quindi, un'eccezione. Quale  dei punti che seguono espone  principi conformi alla predetta legge? ",L'acceso ai documenti amministrativi non può essere negato ove sia sufficiente fare  ricorso al potere di differimento. ,"Le singole amministrazioni, a loro giudizio insindacabile e senza obbligo di motivazione,  hanno facoltà di sottrarre all'accesso una o  più categorie di documenti da esse formati. ",Non può essere causa di esclusione dal diritto di accesso ai documenti amministrativi 
"Il responsabile del procedimento amministrativo può chiedere, in fase di istruttoria,  il rilascio di dichiarazioni? ","Si, nonché la rettifica di dichiarazioni o istanze erronee o incomplete e può esperire  accertamenti tecnici ed ispezioni ed ordinare  esibizioni documentali. ","Si, ma non può chiedere la rettifica di dichiarazioni o istanze erronee o incomplete. C) No, può solo esperire accertamenti tecnici ed ispezioni ed ordinare esibizioni documentali.  712. A norma di quanto dispone l'art. 33 (Eccedenze di personale e mobilità collettiva) del  D.Lgs. n. 165/2001 i periodi di  godimento dell'indennità sono riconosciuti ai fini della determinazione dei requisiti di  accesso alla pensione e della misura  della stessa?  A) Si, i periodi di godimento dell'indennità sono riconosciuti ai fini della determinazione  dei requisiti di accesso alla pensione e della  misura della stessa. È riconosciuto altresì il diritto all'assegno per il nucleo famigliare.  Si, i periodi di godimento dell'indennità sono riconosciuti ai fini della determinazione  dei requisiti di accesso alla pensione e della  misura della stessa. Non è riconosciuto il diritto all'assegno per il nucleo famigliare. ",I periodi di godimento dell'indennità sono riconosciuti solo ai fini della determinazione 
"I regolamenti di esecuzione (art. 17, co. 1, l. n. 400/1988): ",Sono diretti ad apporre norme secondarie e complementari rispetto alle leggi cui si  riferiscono. ,"Possono intervenire nelle materie in cui manchi la disciplina da parte di leggi o atti  aventi forza di legge, sempre che non si tratti di  materie comunque riservate alla legge. ",Determinano le norme generali regolatrici della materia e dispongono l'abrogazione delle 
"Dal punto di vista del procedimento si distinguono atti procedimentali ed atti  presupposti, gli atti procedimentali: ",Sono atti che fanno parte di un procedimento amministrativo e sono preordinati  all'emanazione del provvedimento finale che chiude il  procedimento. ,"Sono quegli atti che sono il risultato di procedimenti autonomi ma collegati con altri  procedimenti, successivi, di cui condizionano la  validità o l'efficacia. ",Devono essere impugnati nei termini ed il loro annullamento produce un effetto 
"A norma di quanto prevede il TUPI, con riferimento alle forme ed ai termini del  procedimento disciplinare, prima  dell'applicazione della sanzione disciplinare il dipendente deve essere sentito a sua difesa? ","Si, prima dell'applicazione della sanzione disciplinare il dipendente deve essere sentito  a sua difesa. ",No. ,Solo nel caso di sanzioni disciplinari di minore gravità. 
Il Codice del processo amministrativo (D.Lgs. n. 104/2010) si compone di cinque libri;  il terzo libro è afferente: ,Alle impugnazioni. ,Al processo amministrativo. ,All'ottemperanza ed ai riti speciali. 
"Ai sensi dell'art. 11 C.p.a. quando la giurisdizione è declinata dal giudice  amministrativo in favore di altro giudice  nazionale, se le Sezioni Unite della Corte di cassazione, investite della questione di  giurisdizione, attribuiscono quest'ultima  al giudice amministrativo, ferme restando le preclusioni e le decadenze intervenute, gli  effetti processuali e sostanziali della  domanda sono salvi? ","Si, sono fatti salvi gli effetti processuali e sostanziali della domanda, se il giudizio  è riproposto dalla parte che vi ha interesse nel  termine di tre mesi dalla pubblicazione della decisione delle Sezioni Unite. ","Si, sono fatti salvi gli effetti processuali e sostanziali della domanda, se il processo  è riproposto dalla parte che vi ha interesse nel  termine di sei mesi dalla pubblicazione della decisione delle Sezioni Unite. ","Si, sono fatti salvi gli effetti processuali e sostanziali della domanda se il processo è "
"Il D.Lgs. n. 165/2001 elenca espressamente i casi in cui il lavoratore può essere  adibito a mansioni proprie della qualifica  immediatamente superiore. Ai fini dell'art. 52 del suddetto D.Lgs., si considera svolgimento  di mansioni superiori: ","Soltanto l'attribuzione in modo prevalente, sotto il profilo qualitativo, quantitativo e  temporale, dei compiti propri di dette mansioni. ","L'attribuzione in modo anche non prevalente, sotto il profilo qualitativo, quantitativo e  temporale, dei compiti propri di dette  mansioni. ","L'attribuzione di qualsiasi mansione, anche se non prevalente, superiore a quella "
"Ogni provvedimento amministrativo ha una propria struttura, legata alla forma  dell'atto. Esiste però una struttura di larga  massima comune alla gran parte dei provvedimenti amministrativi scritti. Indicare quale tra  le seguenti affermazioni in  merito è corretta. ","Il preambolo indica le norme di legge che giustificano l'esercizio dei poteri  dell'amministrazione e le risultanze dell'istruttoria,  compresi gli atti di impulso, i pareri, le valutazioni tecniche, ecc. ",La motivazione è l'indicazione dell'autorità amministrativa alla quale il provvedimento e  l'attività del funzionario sono imputabili. ,L'intestazione è la parte dell'atto che contiene l'indicazione dei presupposti di fatto e 
Qualora le dichiarazioni sostitutive di certificazioni o dell'atto di notorietà  presentino delle irregolarità o delle omissioni  rilevabili d'ufficio il funzionario competente a ricevere la documentazione è tenuto a dare  notizia all'interessato di tale  irregolarità (art. 71 D.P.R. n. 445/2000)? ,"Sì, qualora le irregolarità o le omissioni non costituiscono falsità. L'interessato è  tenuto alla regolarizzazione o al completamento  della dichiarazione, in mancanza il procedimento non ha seguito. ","Sì, anche qualora le irregolarità o le omissioni costituiscono falsità. L'interessato è  tenuto alla regolarizzazione o al completamento  della dichiarazione, in mancanza il procedimento non ha seguito. ","No, e in tal caso il procedimento non ha seguito. "
Ai sensi dell'art. 14 C.p.a. a quale Tribunale funzionalmente competente sono devolute  le controversie relative ai poteri  esercitati dall'Autorità per l'energia elettrica e il gas? ,"Al Tribunale amministrativo regionale della Lombardia, sede di Milano. ","Al Tribunale amministrativo regionale del Lazio, sede di Roma. ",Al Tribunale amministrativo della regione Sicilia. 
"Il D.Lgs. n. 33/2013, (c.d. decreto trasparenza): ","Ha provveduto al riordino della disciplina riguardante gli obblighi di pubblicità,  trasparenza e diffusione di informazione da parte  delle pubbliche amministrazioni. ",Ha introdotto il diritto di accedere - con alcune limitazioni - a tutti i dati e  documenti detenuti dalla P.A. e non solo a quelli oggetto di  pubblicazione obbligatoria on-line. ,Ha istituito l'Autorità Nazionale Anticorruzione. 
"Con riferimento alle norme sul procedimento amministrativo chi adotta ogni misura per  l'adeguato e sollecito svolgimento  dell'istruttoria (comma 1, lett. b), art. 6 l. n. 241/1990)? ",Il responsabile del procedimento. ,Il responsabile dell'ufficio tecnico. ,Il responsabile dell'ufficio di ragioneria. 
"A norma di quanto dispone il Codice del processo amministrativo, a chi sono devolute,  salvo ulteriori previsioni di legge, le  controversie aventi ad oggetto atti e provvedimenti relativi a rapporti di concessione di  beni pubblici, ad eccezione delle  controversie concernenti indennità, canoni, ecc. e quelle attribuite ai tribunali delle  acque pubbliche e al Tribunale  superiore delle acque pubbliche? ",Giudice amministrativo. ,"Giudice ordinario. C) Corte dei conti.  725. Il Presidente del Consiglio dei ministri, nello svolgimento delle funzioni previste  dall'articolo 95, primo comma, della  Costituzione, può essere coadiuvato da un Comitato, denominato Consiglio di Gabinetto,  composto (art. 6, L. 400/1988):  A) Dai Ministri da lui designati, sentito il Consiglio dei ministri.  Dai Vice Presidenti del Consiglio dei ministri. ","Dai Ministri dell'interno, degli esteri e della difesa. "
Cosa prevede l'art. 2bis della l. n. 241/1990 aggiunto dalla l. n. 69/2009? ,L'obbligo del risarcimento del danno ingiusto quale conseguenza per il ritardo  dell'amministrazione nella conclusione del  procedimento. ,La responsabilità penale del responsabile del procedimento quale conseguenza per il  ritardo dell'amministrazione nella conclusione  del procedimento. ,La responsabilità amministrativa del responsabile del procedimento quale conseguenza per 
"A norma del disposto di cui l'art. 30 del D.Lgs. n. 104/2010, il giudice nel  determinare il risarcimento del danno derivante  dalla lesione di interessi legittimi: ","Valuta tutte le circostanze di fatto e il comportamento complessivo delle parti e,  comunque, esclude il risarcimento dei danni che si  sarebbero potuti evitare usando l'ordinaria diligenza. ",Valuta solo le circostanze di fatto. ,Valuta tutte le circostanze di fatto e il comportamento complessivo delle parti e 
"Con riferimento alla struttura, di larga massima comune alla gran parte dei  provvedimenti amministrativi scritti, il  preambolo: ","Indica le norme di legge che giustificano l'esercizio dei poteri dell'amministrazione e  le risultanze dell'istruttoria, compresi gli atti di  impulso del procedimento, i pareri, le valutazioni tecniche, ecc. ",È l'indicazione dell'autorità amministrativa alla quale il provvedimento e l'attività del  funzionario sono imputabili. ,Contiene la parte precettiva nella quale è espressa la volontà dell'amministrazione e 
L'art. 8 della l. n. 241/1990 prevede il contenuto della comunicazione di avvio del  procedimento. Cosa deve contenere la  comunicazione di avvio del procedimento? ,"Nei procedimenti ad iniziativa di parte, la data di presentazione della relativa istanza. ",I nominativi dei soggetti che possono subire un pregiudizio dall'adozione del  provvedimento finale. ,I nominativi degli interventori necessari. 
"Con riferimento alla struttura, di larga massima comune alla gran parte dei  provvedimenti amministrativi scritti, il  dispositivo: ",Contiene la parte precettiva nella quale è espressa la volontà dell’amministrazione e  sono indicati gli effetti dell’atto. ,É l’indicazione dell'autorità amministrativa alla quale il provvedimento e l’attività del  funzionario sono imputabili. ,Indica le norme di legge che giustificano l’esercizio dei poteri dell’amministrazione e 
Dal punto di vista della struttura del momento decisionale nei c.d. procedimenti  autorizzatori in senso stretto: ,L'esercizio di un potere o di una facoltà è subordinato ad una previa valutazione di  compatibilità con l'interesse pubblico. ,L'esercizio di un potere o di una facoltà non è subordinato ad una previa valutazione di  compatibilità con l'interesse pubblico. ,Il provvedimento viene rilasciato a seguito di una valutazione dell'idoneità di una 
Potestà - Facoltà - Obbligo. Quali tra le precedenti costituiscono situazione  giuridiche soggettive attive? ,Potestà - Facoltà. ,Obbligo - Potestà. ,Facoltà - Obbligo. 
Ai sensi dell'art. 35 C.p.a. nell'ambito del processo amministrativo il ricorso è  inammissibile: ,Quando è carente l'interesse o sussistono altre ragioni ostative ad una pronuncia sul  merito. ,Se il giudice accerta la tardività della notificazione o del deposito. ,Quando nel corso del giudizio sopravviene il difetto di interesse delle parti alla 
"A norma di quanto dispone il Codice del processo amministrativo, a chi sono devolute,  salvo ulteriori previsioni di legge, le  controversie aventi ad oggetto atti e provvedimenti adottati in violazione delle  disposizioni in materia di danno  all'ambiente? ",Giudice amministrativo. ,Giudice ordinario. ,Corte dei conti. 
A norma di quanto dispone l'art. 74 del c.p.a. in quale caso il giudice decide con  sentenza in forma semplificata? ,Nel caso in cui ravvisi la manifesta inammissibilità del ricorso. ,Solo nel caso in cui ravvisi l'improcedibilità o l'infondatezza del ricorso. ,In ogni caso lo ritenga opportuno. 
Indicare quale affermazione sul ricorso gerarchico proprio (D.P.R. n. 1199/1971) è  corretta. ,Consente di far valere vizi di legittimità e di merito e di tutelare diritti soggettivi e  interessi legittimi. ,È un rimedio a tutela dei soli interessi legittimi con il quale si possono far valere sia  vizi di legittimità che di merito. ,"È un rimedio ordinario, a carattere rinnovativo e generale consistente nell'impugnativa "
Nell'ambito del procedimento amministrativo è possibile la riunione dei ricorsi (art.  70 C.p.a)? ,"Si, il collegio può, su istanza di parte o d'ufficio, disporre la riunione di ricorsi  connessi. ","Si, il collegio può, solo d'ufficio, disporre la riunione di ricorsi connessi. ","Si, il collegio può, solo su istanza di parte, disporre la riunione di ricorsi connessi. "
"A norma del disposto di cui al co. 2, art. 59, D.Lgs. n. 50/2016, nel caso in cui le  esigenze dell'amministrazione aggiudicatrice  perseguite con l'appalto non possono essere soddisfatte senza adottare soluzioni  immediatamente disponibili ovvero  implicano progettazione o soluzioni innovative, le amministrazioni aggiudicatrici possono  far ricorso alla procedura  competitiva con negoziazione o al dialogo competitivo? ","Si, per espressa previsione di cui al citato comma. ",Le amministrazioni aggiudicatrici possono far ricorso solo alla procedura competitiva con  negoziazione. ,Le amministrazioni aggiudicatrici possono far ricorso solo al dialogo competitivo. 
"Con riferimento alle pronunce giurisdizionali, il giudice accerta l'illegittimità  dell'atto se sussiste l'interesse ai fini risarcitori  (art. 34 c.p.a.): ","Quando, nel corso del giudizio, l'annullamento del provvedimento impugnato non risulta  più utile per il ricorrente. ",Anche qualora nel corso del giudizio la pretesa del ricorrente risulti pienamente  soddisfatta. ,Quando accerta la tardività della notificazione o del deposito. 
"Affinché l’istante possa richiedere legittimamente l’accesso agli atti amministrativi  l’interesse deve essere diretto, concreto e  attuale (art. 22 comma 1, l. n. 241/1990). È concreto: A) Quando è collegato alle ragioni esposte a sostegno dell’istanza.  B) Quando il documento abbia spiegato o sia idoneo a spiegare effetti diretti nei confronti  del richiedente.  C) Quando il documento abbia spiegato effetti indiretti nei confronti del richiedente.  741. Entro quale termine devono essere depositati nella segreteria del giudice il ricorso e  gli altri atti processuali soggetti a  preventiva notificazione nell'ambito del processo amministrativo in base a quanto disposto  dall'art. 45 C.p.a.? ","Nel termine perentorio di trenta giorni, decorrente dal momento in cui l'ultima  notificazione dell'atto stesso si è perfezionata anche  per il destinatario. ","Nel termine perentorio di sessanta giorni, decorrente dal momento in cui l'ultima  notificazione dell'atto stesso si è perfezionata anche  per il destinatario. ","Nel termine ordinatorio di sessanta giorni, decorrente dal momento in cui l'ultima "
"Le acquisizioni di scienza concernenti l'esistenza, la misurazione e l'analisi tecnica  o amministrativa dei dati fattuali del  mondo reale, attraverso i quali viene attribuita una qualità giuridica ad una persona, ad  una cosa, ad un rapporto, come ad  esempio gli accertamenti di attitudini: ",Costituiscono gli accertamenti. ,Sono provvedimenti amministrativi. ,Costituiscono le certazioni. 
Quale organo presiede il Cipe? ,Presidente del Consiglio. ,Presidente della Repubblica. ,Ministro dell'economia e delle finanze. 
"Con riferimento all’eccesso di potere, vizio tipico dell’attività discrezionale della  p.a., l’illogicità manifesta: ",Si ha in caso di insanabile contrasto logico sussistente all’interno di un atto  amministrativo. ,Si concretizza in una sproporzione tra la sanzione e l’illecito contestato. ,Si configura sia quando siano trattati differentemente più soggetti in analoga o identica 
Il parere è obbligatorio vincolante: ,"Se l'organo di amministrazione attiva è obbligato a richiedere il parere e ad uniformarsi  ad esso, residuando solo la possibilità di non  emanare il provvedimento finale. ",Quando l'amministrazione è obbligata a richiederli ma può discostarsi motivando il merito. ,Quando la loro acquisizione è prevista dalla legge. 
"La partecipazione al procedimento amministrativo è garantita mediante una serie di  facoltà ed istituti previsti dalla l.n.  241/1990. In particolare a norma di quanto prevede l'art. 10 i portatori di interessi  privati, ove questi non siano  individuabili a priori all'inizio del procedimento possono presentare documenti? ","Si, hanno diritto di prendere visione degli atti e di presentare memorie scritte e  documenti. ","No, hanno solo il diritto di prendere visione degli atti. ","No, hanno solo il diritto di presentare memorie scritte. "
Si indichi quale vizio della motivazione del provvedimento amministrativo costituisce  vizio di violazione di legge. ,Difetto assoluto di motivazione. ,Motivazione perplessa. ,Motivazione irrazionale. 
"A norma di quanto dispone il Codice del processo amministrativo, a chi sono devolute,  salvo ulteriori previsioni di legge, le  controversie aventi ad oggetto i provvedimenti anche contingibili ed urgenti, emanati dal  Sindaco in materia d'igiene  pubblica e dell'abitato? A) Giudice amministrativo.  B) Giudice ordinario.  C) Corte dei conti.  749. Il ricorso in opposizione rappresenta un ricorso amministrativo atipico (art. 7, D.P.R.  n. 1199/1971). Esso è proponibile: ","Sia a tutela di interessi legittimi o semplici, che di diritti soggettivi. ",Nel termine di 60 giorni dalla notifica o emanazione dell'atto impugnato. ,All'autorità superiore a quella che ha emanato l'atto. 
"Dispone l'art. 54 del D.Lgs. n. 165/2001 che il Governo definisce un codice di  comportamento dei dipendenti delle pubbliche  amministrazioni, al fine di assicurare, tra l’altro, il rispetto dei doveri costituzionali  di diligenza, lealtà e imparzialità. Chi  vigila sul Codice di comportamento del personale? ","Tra l’altro, i dirigenti responsabili di ciascuna struttura. ",Solo il dirigente del settore personale. ,Solo gli uffici di disciplina. 
"Rapporto tra motivazione ed invalidità del provvedimento (art. 3, l. n. 241/1990).  Indicare l'affermazione corretta. ",La motivazione illogica costituisce vizio di eccesso di potere. ,La mancata comunicazione di provvedimento negativo nei casi indicati nell'art. 10-bis  della l. n. 241/1990 costituisce vizio di eccesso  di potere. ,La motivazione illogica costituisce vizio di violazione di legge. 
Ai sensi dell'art. 35 C.p.a. nell'ambito del processo amministrativo il ricorso è  improcedibile: ,"Quando nel corso del giudizio non è stato integrato il contraddittorio nel termine  assegnato, ovvero sopravvengono altre ragioni  ostative ad una pronuncia sul merito. ",Se il giudice accerta la tardività della notificazione. ,Quando è carente l'interesse o sussistono altre ragioni ostative ad una pronuncia sul 
Il Codice del processo amministrativo prevede casi in cui le parti possono stare in  giudizio personalmente senza l'assistenza  del difensore? ,"Sì, le parti possono stare in giudizio personalmente senza l'assistenza del difensore,  tra l'altro nei giudizi relativi al diritto dei cittadini  dell'Unione europea e dei loro familiari di circolare e di soggiornare liberamente nel  territorio degli Stati membri. ","Sì, le parti possono stare in giudizio personalmente senza l'assistenza del difensore,  esclusivamente nei giudizi in materia di accesso e  trasparenza amministrativa. ","Sì, le parti possono sempre stare in giudizio personalmente senza l'assistenza del "
"A norma di quanto dispone il co. 4, art. 1, l. n. 190/2012, quale organo definisce  modelli standard delle informazioni e dei  dati occorrenti per il conseguimento degli obiettivi previsti dalla citata legge, secondo  modalità che consentano la loro  gestione ed analisi informatizzata? ",Il Dipartimento della funzione pubblica. ,L’ANAC. ,L’apposito Comitato interministeriale. 
"Il documento, sottoscritto dall'interessato, prodotto in sostituzione del certificato  costituisce ai fini del T.U. sulla  documentazione amministrativa: ",Dichiarazione sostitutiva di certificazione. ,Documento informatico. ,Certificato qualificato. 
A norma di quanto dispone l'art. 74 del c.p.a. in quale caso il giudice decide con  sentenza in forma semplificata? ,Nel caso in cui ravvisi la manifesta improcedibilità o infondatezza del ricorso. ,Nel caso in cui ravvisi ragioni d'urgenza. ,"Solo nel caso in cui ravvisi la manifesta fondatezza del ricorso. 757. Controlli: di legittimità e di merito, preventivi e successivi, interni ed esterni. "
"Dispone l'art. 53 del D.Lgs. n. 104/2010 che nei casi d'urgenza, il presidente del  tribunale può, su istanza di parte,  abbreviare i termini previsti dal suddetto D.Lgs. per la fissazione di udienze o di camere  di consiglio. I termini possono  essere abbreviati: ",Fino alla metà. ,Fino ad un terzo. ,Fino ad un quarto. 
"Nei casi di cui all'art. 55-quinquies, comma 1, (false attestazioni o certificazioni in  servizio) del D.Lgs. n. 165/2001, il  lavoratore: ",È obbligato a risarcire anche il danno patrimoniale subito dall'amministrazione. ,È obbligato a risarcire solo il danno patrimoniale subito dall'amministrazione. ,È obbligato a risarcire solo il danno all'immagine subito dall'amministrazione. 
I ricorsi per controversie in materia doganale (D.P.R. n. 43/1973) sono ricorsi: ,"Non impugnatori, a carattere eccezionale ed atipico. ","Impugnatori, a carattere eccezionale ed atipico. ","Ordinari, a carattere generale. "
"L'art. 7 del D.Lgs. n. 175/2016 dispone che in caso di partecipazioni statali, le  modifiche di clausole dell'oggetto sociale che  consentano un cambiamento significativo dell'attività della società, sono adottate con: ","D.P.C.M. su proposta del Ministro dell'economia e delle finanze di concerto con i  ministri competenti per materia, previa  deliberazione del Consiglio dei ministri. ","D.P.R. su proposta del Ministro dell'economia e delle finanze di concerto con i ministri  competenti per materia, previa deliberazione  del Consiglio dei ministri. ","D.P.C.M., su proposta del Ministro competente per materia, previa deliberazione del "
"Qualora sia espressamente stabilito dalla legge che l'amministrazione chiamata a  produrre l'atto terminale non possa  discostarsi dal suo contenuto, residuando solo la possibilità di non emanare il  provvedimento finale, i pareri sono: ",Obbligatori vincolanti. ,Obbligatori parzialmente vincolanti. ,Obbligatori non vincolanti. 
Quella degli atti amministrativi non provvedimenti costituisce una categoria nella  quale rientrano atti assai diversi tra loro.  Taluni assolvono compiti di mera testificazione altri rappresentano semplici momenti dei  procedimenti preordinati  all'emanazione e all'operatività dei provvedimenti. Tra i secondi: ,Rientrano i visti. ,Non rientrano le deliberazioni preliminari. ,Rientrano le verbalizzazioni. 
"A norma di quanto prevede la legge n. 936/1986, il Consiglio Nazionale dell'Economia e  del Lavoro: ",Contribuisce all'elaborazione della legislazione che comporta indirizzi di politica  economica e sociale esprimendo pareri e compiendo  studi e indagini su richiesta delle Camere o del Governo o delle regioni o delle province  autonome. ,"Può disporre lo svolgimento di ispezioni e verifiche a cura dell'Ispettorato per la  funzione pubblica e del Dipartimento della  Ragioneria generale dello Stato. C) Svolge funzioni istruttorie e deliberative sostituendosi al Consiglio dei Ministri.  765. A norma del disposto di cui all'art. 2, L. 400/1988, i disegni di legge e le proposte  di ritiro dei disegni di legge già presentati  al Parlamento:  A) Sono sottoposte alla deliberazione del Consiglio dei ministri.  Sono sottoposte alla deliberazione del Presidente del Senato. ",Sono sottoposte alla deliberazione del Presidente della Repubblica. 
"In base alla tradizionale classificazione, i ricorsi amministrativi ordinari: ","Portano il provvedimento contestato all'esame della massima autorità amministrativa  competente in quel ""settore"", determinando ""la  pronuncia della parola ultima e definitiva da parte dell'autorità amministrativa"". ",Concernono solo la legittimità e non il merito e si pongono come alternativi al rimedio  giurisdizionale. ,"Comportano sempre l'eliminazione del provvedimento impugnato, senza salvezza del "
Le autorità amministrative indipendenti: ,"Sono pubbliche amministrazioni, dotate di particolari competenze, che esercitano diverse  funzioni, anche a carattere giusdicente, in  posizione di neutralità ed indipendenza rispetto al potere politico. ","Sono organi strumentali dello Stato, soggetti ai controlli e alle direttive del Ministro  cui fanno capo. ",Sono enti od organismi che svolgono funzioni di coordinamento in materia di 
Indicare quale affermazione sul ricorso gerarchico proprio (D.P.R. n. 1199/1971) è  corretta. ,Va presentato una sola volta ed il provvedimento emesso in seguito al primo ricorso è  definitivo. ,Consente di far valere solo vizi di legittimità a tutela di diritti soggettivi e  interessi legittimi. ,"È un rimedio ordinario, a carattere rinnovativo e generale consistente nell'impugnativa "
"Con riferimento al rapporto di lavoro nelle pubbliche amministrazioni, possono essere  conferiti incarichi di direzione di  strutture deputate alla gestione del personale a soggetti che abbiano rivestito cariche in  partiti politici (art. 53 D.Lgs. n.  165/2001)? ","Si, se sono trascorsi più di 2 anni dalla cessazione dalle cariche. ","Si, se sono trascorsi più di 3 anni dalla cessazione dalle cariche. ",Si. 
"A norma del disposto di cui all'art. 2, L. 400/1988, le proposte di sollevare conflitti  di attribuzione o di resistere nei confronti  degli altri poteri dello Stato, delle regioni e delle province autonome: ",Sono sottoposte alla deliberazione del Consiglio dei ministri. ,Sono sottoposte alla deliberazione del Presidente del Senato. ,Sono sottoposte alla deliberazione del Presidente della Repubblica. 
Con il varo del T.U. n. 165/2001 (c.d. TUPI) è stato possibile distinguere nettamente i  poteri degli organi di governo da quelli  dei dirigenti. Ai dirigenti spetta in particolare: ,"L'adozione di atti e provvedimenti amministrativi, compresi tutti gli atti che impegnano  l'ente verso l'esterno. ",Le decisioni in materia di atti normativi e l'adozione dei relativi atti di indirizzo  interpretativo ed applicativo. ,"La definizione di obiettivi, priorità, piani, programmi e direttive generali per l'azione "
Con riferimento alle pronunce giurisdizionali del giudice amministrativo (art. 33  Codice processo amm.vo) il giudice  pronuncia ordinanza: ,Quando decide sulla competenza. ,Quando definisce in tutto o in parte il giudizio. ,"Solo quando assume misure cautelari o interlocutorie. 773. Dispone l'art. 120 del D.Lgs. n. 104/2010 che gli atti delle procedure di affidamento, "
"Nell'ambito del procedimento amministrativo quando si considera il ricorso ""perento""  (art. 81 C.p.a)? ",Se nel corso di un anno non sia compiuto alcun atto di procedura. ,Quando la parte vi rinuncia. ,Quando non è depositato nei termini perentori previsti dalla legge. 
"Cosa dispone il comma 9-bis, art. 2, l.n. 241/1990, sul soggetto cui è attribuito il  potere sostitutivo in caso di inerzia  dell'emanazione di un provvedimento? ","L'organo di governo lo individua nell'ambito delle figure apicali dell'amministrazione;  in caso di omessa individuazione il potere  sostitutivo si considera attribuito al dirigente generale o, in mancanza, al dirigente  preposto all'ufficio o in mancanza al funzionario di  più elevato livello presente nell'amministrazione. ","Lo stesso articolo recita: ""Il potere sostitutivo è attribuito al dirigente generale o,  in mancanza, al dirigente preposto all'ufficio o in  mancanza al funzionario di più elevato livello presente dell'amministrazione"". ",L'organo di governo lo individua nell'ambito delle figure apicali dell'amministrazione; 
"Con riferimento all'attività consultiva delle P.A., il responsabile del procedimento  può essere chiamato a rispondere degli  eventuali danni derivanti dalla mancata espressione dei pareri da parte di organi consultivi  (art. 16 l. n. 241/1990)? ","No, salvo il caso di omessa richiesta del parere. ","Sì, in ogni caso. ","No, in nessun caso. "
"Con riferimento alla nullità per violazione o elusione del giudicato il comma 4, ultimo  capoverso, dell'art. 31 del Codice del  processo amministrativo stabilisce che le disposizioni ivi contenute non si applicano alle  nullità di cui all'art. 114, comma 4,  lettera b), per le quali restano ferme le disposizioni del Titolo I del Libro IV. Le  disposizioni rimandate: ",Non contengono alcun riferimento all'azione di nullità ma disciplinano l'ottemperanza. ,Fanno riferimento all'azione di nullità e alla disciplina dell'ottemperanza. ,Fanno riferimento all'azione di nullità. 
Chi è legittimato a proporre appello nell'ambito del procedimento amministrativo (art.  102 C.p.a)? ,Possono proporre appello le parti fra le quali è stata pronunciata la sentenza di primo  grado. ,Possono proporre appello le parti fra le quali è stata pronunciata la sentenza di primo  grado e l'interventore in qualsiasi caso. ,Possono proporre appello esclusivamente le parti fra le quali è stata pronunciata la 
Cosa accade nell'ambito del processo amministrativo se il giudizio non è stato promosso  contro alcuna delle parti nei cui  confronti la sentenza deve essere pronunciata (art. 28 C.p.a)? ,Le parti possono sempre intervenire senza pregiudizio del diritto di difesa. ,Il giudice ordina l'integrazione del contraddittorio entro un termine ordinatorio. ,Il procedimento viene in ogni caso dichiarato estinto. 780. Gli atti amministrativi non provvedimentali: 
"I regolamenti di esecuzione (art. 17, co. 1, l. n. 400/1988): ","Disciplinano l'esecuzione delle leggi e dei decreti legislativi, nonché dei regolamenti  comunitari. ","Disciplinano autonomamente, senza essere collegati ad una previa legge, una certa  materia, non disciplinata dalla legge o da atti  aventi forza di legge e non coperta di riserva. ",Sono emanati per la disciplina di materie non coperte da riserva assoluta di legge e per 
Quali tra i seguenti sono elementi essenziali del provvedimento amministrativo? ,Contenuto e soggetto. ,Termine e forma. ,Condizione e oggetto. 
Entro quale termine devono costituirsi le parti intimate nell'ambito del processo  amministrativo in base a quanto disposto  dall'art. 46 C.p.a.? ,Nel termine di sessanta giorni dal perfezionamento nei propri confronti della  notificazione del ricorso. ,Nel termine di novanta giorni dal perfezionamento nei propri confronti della  notificazione del ricorso. ,"Nel termine di trenta giorni, decorrente dal momento in cui l'ultima notificazione "
Dispone l'art. 63 del D.Lgs. n. 165/2001 in merito alle controversie relative ai  rapporti di lavoro che restano devolute alla  giurisdizione del giudice amministrativo.... ,Le controversie in materia di procedure concorsuali per l'assunzione dei dipendenti delle  pubbliche amministrazioni. ,Le controversie concernenti il conferimento e la revoca degli incarichi dirigenziali. ,Le controversie concernenti la responsabilità dirigenziale. 
"Con riferimento al riesame con esito confermativo del provvedimento adottato, la  rettifica: ",Consente la correzione di mere irregolarità. ,Si verifica quando l'Amministrazione a seguito di una nuova ponderazione degli interessi  emana un nuovo provvedimento che  sostituisce integralmente quello scaduto. ,È un istituto che riguarda gli atti nulli. 
