law_source,law_number,reference_id,question_plh,law_text,year,question,answer_1,answer_2,answer_3
c.p.,102,409.0,Ai sensi dell'{PLH}Ã¨ dichiarato delinquente abituale chi:,"(Abitualità presunta dalla legge)  È dichiarato delinquente abituale chi, dopo essere stato condannato alla reclusione in misura superiore complessivamente a cinque anni per tre delitti non colposi, della stessa indole, commessi entro dieci anni, e non contestualmente, riporta un'altra condanna per un delitto, non colposo, della stessa indole, e commesso entro i dieci anni successivi all'ultimo dei delitti precedenti.  Nei dieci anni indicati nella disposizione precedente non si computa il tempo in cui il condannato ha scontato pene detentive o è stato sottoposto a misure di sicurezza detentive.",,Ai sensi dell'art. 102 c.p. Ã¨ dichiarato delinquente abituale chi:,"dopo essere stato condannato alla reclusione in misura superiore complessivamente a cinque anni per tre delitti non colposi, della stessa indole, commessi entro dieci anni, e non contestualmente, riporta un'altra condanna per un delitto, non colposo, della stessa indole, e commesso entro i dieci anni successivi all'ultimo dei delitti precedenti","dopo essere stato condannato alla reclusione in misura superiore complessivamente a venti mesi per sei delitti non colposi, della stessa indole, commessi entro un anno, e non contestualmente, riporta un'altra condanna per un delitto, non colposo, della stessa indole, e commesso entro i due anni successivi all'ultimo dei delitti precedenti","dopo essere stato condannato alla reclusione in misura superiore complessivamente a cinque mesi per tre delitti non colposi, della stessa indole, commessi entro cinque anni, e non contestualmente, riporta un'altra condanna per un delitto, non colposo, della stessa indole, e commesso entro i cinque anni successivi all'ultimo dei delitti precedenti"
c.p.,111,410.0,"Chi ha determinato a commettere un reato una persona non imputabile, ex {PLH}risponde:","(Determinazione al reato di persona non imputabile o non punibile)   Chi ha determinato a commettere un reato una persona non imputabile, ovvero non punibile a cagione di una condizione o qualità personale, risponde del reato da questa commesso; e la pena è aumentata. Se si tratta di delitti per i quali è previsto l'arresto in flagranza, la pena è aumentata da un terzo alla metà.  Se chi ha determinato altri a commettere il reato ne è il genitore esercente la responsabilità genitoriale, la pena è aumentata fino alla metà o, se si tratta di delitti per i quali è previsto l'arresto in flagranza, da un terzo a due terzi.(128)",,"Chi ha determinato a commettere un reato una persona non imputabile, ex art. 111 c.p. risponde:","del reato da questa commesso, e la pena Ã¨ aumentata","del reato da questa commesso, con la pena principale ridotta di un terzo","in concorso con il reato da questa commesso, aumentato di un quarto"
c.p.,152,411.0,La remissione della querela ex {PLH}Ã¨ processuale o extraprocessuale. La remissione extraprocessuale Ã¨:,"(Remissione della querela)  Nei reati punibili a querela della persona offesa, la remissione estingue il reato.  La remissione è processuale o estraprocessuale. La remissione estraprocessuale è espressa o tacita. Vi è remissione tacita, quando il querelante ha compiuto fatti incompatibili con la volontà di persistere nella querela. Vi è altresì remissione tacita:  1) quando il querelante, senza giustificato motivo, non compare all'udienza alla quale è stato citato in qualità di testimone;  2) quando il querelante ha partecipato a un programma di giustizia riparativa concluso con un esito riparativo; nondimeno, quando l'esito riparativo comporta l'assunzione da parte dell'imputato di impegni comportamentali, la querela si intende rimessa solo quando gli impegni sono stati rispettati.  La disposizione di cui al terzo comma, numero 1), non si applica quando il querelante è persona incapace per ragioni, anche sopravvenute, di età o di infermità, ovvero persona in condizione di particolare vulnerabilità ai sensi dell'articolo 90-quater del codice di procedura penale. La stessa disposizione non si applica altresì quando la persona che ha proposto querela ha agito nella qualità di esercente la responsabilità genitoriale su un minore, ovvero di rappresentante legale di una persona minore o incapace, ovvero di persona munita di poteri per proporre querela nell'interesse della persona offesa priva in tutto o in parte di autonomia, ovvero di curatore speciale nominato ai sensi dell'articolo 121.  La remissione può intervenire solo prima della condanna, salvi i casi per i quali la legge disponga altrimenti.  La remissione non può essere sottoposta a termini o a condizioni.Nell'atto di remissione può essere fatta rinuncia al diritto alle restituzioni e al risarcimento del danno.",,La remissione della querela ex art. 152 c.p. Ã¨ processuale o extraprocessuale. La remissione extraprocessuale Ã¨:,espressa o tacita,diretta o indiretta,verbale o scritta
c.p.,162,412.0,"Nei casi di procedibilitÃ a querela soggetta a remissione, il giudice ex {PLH}dichiara estinto il reato: ","(Oblazione nelle contravvenzioni)  Nelle contravvenzioni, per le quali la legge stabilisce la sola pena dell'ammenda, il contravventore è ammesso a pagare, prima dell'apertura del dibattimento, ovvero prima del decreto di condanna, una somma corrispondente alla terza parte del massimo della pena stabilita dalla legge per la contravvenzione commessa, oltre le spese del procedimento. 25  Il pagamento estingue il reato.",,"Nei casi di procedibilitÃ a querela soggetta a remissione, il giudice ex art. 162-ter c.p. dichiara estinto il reato: ","sentite le parti e la persona offesa, quando l'imputato ha riparato interamente, entro il termine massimo della dichiarazione di apertura del dibattimento di primo grado, il danno cagionato dal reato, mediante le restituzioni o il risarcimento, e ha eliminato, ove possibile, le conseguenze dannose o pericolose del reato","sentita esclusivamente la persona offesa, quando l'imputato ha riparato interamente, entro il termine massimo della dichiarazione di apertura del dibattimento di secondo grado, il danno cagionato dal reato, mediante le restituzioni o il risarcimento","sentite esclusivamente le parti, quando l'imputato ha riparato interamente, entro il termine massimo della sentenza di primo grado, il danno cagionato dal reato, mediante le restituzioni o il risarcimento, e ha eliminato, ove possibile, le conseguenze dannose o pericolose del reato"
c.p.,202,413.0,Le misure di sicurezza ex {PLH}possono essere applicate:,"(Applicabilità delle misure di sicurezza)  Le misure di sicurezza possono essere applicate soltanto alle persone socialmente pericolose, che abbiano commesso un fatto preveduto dalla legge come reato.  La legge penale determina i casi nei quali a persone socialmente pericolose possono essere applicate misure di sicurezza per un fatto non preveduto dalla legge come reato.",,Le misure di sicurezza ex art. 202 c.p. possono essere applicate:,"soltanto alle persone socialmente pericolose, che abbiano commesso un fatto preveduto dalla legge come reato","soltanto alle persone recidive, che abbiano commesso almeno due fatti preveduti dalla legge come reato","preferibilmente ai criminali abituali, che abbiano commesso un fatto preveduto dalla legge come reato di allarme sociale"
c.p.,205,414.0,Le misure di sicurezza ex {PLH}sono ordinate:,"(Provvedimento del giudice)  Le misure di sicurezza sono ordinate dal giudice nella stessa sentenza di condanna o di proscioglimento.  Possono essere ordinate con provvedimento successivo:  1° nel caso di condanna, durante l'esecuzione della pena o durante il tempo in cui il condannato si sottrae volontariamente all'esecuzione della pena;  2° nel caso di proscioglimento, qualora la qualità di persona socialmente pericolosa sia presunta, e non sia decorso un tempo corrispondente alla durata minima della relativa misura di sicurezza; 93  3° in ogni tempo, nei casi stabiliti dalla legge.",,Le misure di sicurezza ex art. 205 c.p. sono ordinate:,dal giudice nella stessa sentenza di condanna o di proscioglimento,dal giudice giÃ nella prima udienza del dibattimento,dal giudice tramite ordinanza dopo la prima udienza ove ricorrano richieste motivate dal pubblico ministero o dalla persona offesa
c.p.,209,415.0,"Quando una persona ha commesso, anche in tempi diversi, piÃ¹ fatti per i quali siano applicabili piÃ¹ misure di sicurezza della medesima specie, ex {PLH}","(Persona giudicata per più fatti)  Quando una persona ha commesso, anche in tempi diversi, più fatti per i quali siano applicabili più misure di sicurezza della medesima specie, è ordinata una sola misura di sicurezza.  Se le misure di sicurezza sono di specie diversa, il giudice valuta complessivamente il pericolo che deriva dalla persona e, in relazione ad esso, applica una o più delle misure di sicurezza stabilite dalla legge.  Sono in ogni caso applicate le misure di sicurezza detentive, alle quali debba essere sottoposta la persona, a cagione del pericolo presunto dalla legge.  Le disposizioni precedenti si applicano anche nel caso di misure di sicurezza in corso di esecuzione, o delle quali non siasi ancora iniziata l'esecuzione.",,"Quando una persona ha commesso, anche in tempi diversi, piÃ¹ fatti per i quali siano applicabili piÃ¹ misure di sicurezza della medesima specie, ex art. 209 c.p.:","Ã¨ ordinata una sola misura di sicurezza, se non sono di specie diverse",sono decretate fino ad un massimo di cinque misure di sicurezza,sono decretate fino ad un massimo di tre misure di sicurezza
c.p.,210,416.0,L'estinzione del reato ex {PLH},"(Effetti della estinzione del reato o della pena)  L'estinzione del reato impedisce l'applicazione delle misure di sicurezza e ne fa cessare l'esecuzione.  L'estinzione della pena impedisce l'applicazione delle misure di sicurezza, eccetto quelle per le quali la legge stabilisce che possono essere ordinate in ogni tempo, ma non impedisce l'esecuzione delle misure di sicurezza che sono state già ordinate dal giudice come misure accessorie di una condanna alla pena della reclusione superiore a dieci anni. Nondimeno, alla colonia agricola e alla casa di lavoro è sostituita la libertà vigilata.  Qualora per effetto di indulto o di grazia non debba essere eseguita la pena di morte, ovvero, in tutto o in parte, la pena dell'ergastolo, il condannato è sottoposto a libertà vigilata per un tempo non inferiore a tre anni.5",,L'estinzione del reato ex art. 210 c.p.:,impedisce l'applicazione delle misure di sicurezza e ne fa cessare l'esecuzione,non impedisce l'applicazione delle misure di sicurezza,impedisce l'esecuzione delle misure di sicurezza e ne sospende la progressione
c.p.,213,417.0,Il lavoro all'interno degli stabilimenti destinati alla esecuzione delle misure di sicurezza detentive Ã¨ remunerato ex {PLH}Dalla remunerazione Ã¨ prelevata:,"(Stabilimenti destinati alla esecuzione delle misure di sicurezza detentive. Regime educativo, curativo e di lavoro)  Le misure di sicurezza detentive sono eseguite negli stabilimenti a ciò destinati.  Le donne sono assegnate a stabilimenti separati da quelli destinati agli uomini.  In ciascuno degli stabilimenti è adottato un particolare regime educativo o curativo e di lavoro, avuto riguardo alle tendenze e alle abitudini criminose della persona e, in genere, al pericolo sociale che da essa deriva.  Il lavoro è remunerato. Dalla remunerazione è prelevata una quota per il rimborso delle spese di mantenimento.  Per quanto concerne il mantenimento dei ricoverati nei manicomi giudiziari, si osservano le disposizioni sul rimborso delle spese di spedalità.",,Il lavoro all'interno degli stabilimenti destinati alla esecuzione delle misure di sicurezza detentive Ã¨ remunerato ex art. 213 c.p. Dalla remunerazione Ã¨ prelevata:,una quota per il rimborso delle spese di mantenimento,una quota per il rimborso delle obbligazioni civili,una quota per il rimborso della parcella del difensore d'ufficio
c.p.,223,418.0,Il ricovero in un riformatorio giudiziario ex {PLH}Ã¨ misura di sicurezza speciale:,"(Ricovero dei minori in un riformatorio giudiziario)  Il ricovero in un riformatorio giudiziario è misura di sicurezza speciale per i minori, e non può avere durata inferiore a un anno.  Qualora tale misura di sicurezza debba essere, in tutto o in parte, applicata o eseguita dopo che il minore abbia compiuto gli anni ventuno, ad essa è sostituita la libertà vigilata, salvo che il giudice ritenga di ordinare l'assegnazione a una colonia agricola, o ad una casa di lavoro.",,Il ricovero in un riformatorio giudiziario ex art. 223 c.p. Ã¨ misura di sicurezza speciale:,"per i minori, e non puÃ² avere durata inferiore a un anno","per i minori o inabili, e non puÃ² avere durata inferiore a cinque anni","per i minori o interdetti, e non puÃ² avere durata inferiore a sette anni"
