Source,Article,Comma number,Comma content
c.p.p.,Art. 37,2.,"2. Il giudice ricusato non può pronunciare né concorrere a pronunciare sentenza fino a che non sia intervenuta l'ordinanza che dichiara inammissibile o rigetta la ricusazione. (81)

-----------------

AGGIORNAMENTO (81)
La Corte Costituzionale con sentenza 9-23 gennaio 1997, n. 10 (in G.U. 1a s.s. 29/01/1995, n. 5) ha dichiarato ""l'illegittimità costituzionale dell'art. 37, comma 2, del codice di procedura penale, nella parte in cui, qualora sia riproposta la dichiarazione di ricusazione, fondata sui medesimi motivi, fa divieto al giudice di pronunciare o concorrere a pronunciare la sentenza fino a che non sia intervenuta l'ordinanza che dichiara inammissibile o rigetta la ricusazione.""

-----------------

AGGIORNAMENTO (113)
La Corte Costituzionale con sentenza 6-14 luglio 2000, n. 283 (in G.U. 1a s.s. 19/07/2000, n. 30) ha dichiarato l'illegittimità costituzionale ""dell'art. 37, comma 1, del codice di procedura penale, nella parte in cui non prevede che possa essere ricusato dalle parti il giudice che, chiamato a decidere sulla responsabilità di un imputato, abbia espresso in altro procedimento, anche non penale, una valutazione di merito sullo stesso fatto nei confronti del medesimo soggetto."""
c.p.p.,Art. 38,1.,"1. La dichiarazione di ricusazione può essere proposta, nell'udienza preliminare, fino a che non siano conclusi gli accertamenti relativi alla costituzione delle parti; nel giudizio, fino a che non sia scaduto il termine previsto dall'articolo 491 comma 1; in ogni altro caso, prima del compimento dell'atto da parte del giudice."
c.p.p.,Art. 38,2.,"2. Qualora la causa di ricusazione sia sorta o sia divenuta nota dopo la scadenza dei termini previsti dal comma 1, la dichiarazione può essere proposta entro tre giorni. Se la causa è sorta o è divenuta nota durante l'udienza, la dichiarazione di ricusazione deve essere in ogni caso proposta prima del termine dell'udienza."
c.p.p.,Art. 38,3.,"3. La dichiarazione contenente l'indicazione dei motivi e delle prove è proposta con atto scritto ed è presentata, assieme ai documenti, nella cancelleria del giudice competente a decidere. Copia della dichiarazione è depositata nella cancelleria dell'ufficio cui è addetto il giudice ricusato."
c.p.p.,Art. 38,4.,"4. La dichiarazione, quando non è fatta personalmente dall'interessato, può essere proposta a mezzo del difensore o di un procuratore speciale. Nell'atto di procura devono essere indicati, a pena di inammissibilità, i motivi della ricusazione."
c.p.p.,Art. 39,1.,"1. La dichiarazione di ricusazione si considera come non proposta quando il giudice, anche successivamente ad essa, dichiara di astenersi e l'astensione è accolta."
c.p.p.,Art. 40,1.,"1. Sulla ricusazione di un giudice del tribunale o della corte di assise o della corte di assise di appello decide la corte di appello;
su quella di un giudice della corte di appello decide una sezione della corte stessa, diversa da quella a cui appartiene il giudice ricusato. (90) ((90a))"
c.p.p.,Art. 40,2.,"2. Sulla ricusazione di un giudice della corte di cassazione decide una sezione della corte, diversa da quella a cui appartiene il giudice ricusato."
c.p.p.,Art. 40,3.,3. Non è ammessa la ricusazione dei giudici chiamati a decidere sulla ricusazione.
c.p.p.,Art. 41,1.,"1. Quando la dichiarazione di ricusazione è stata proposta da chi non ne aveva il diritto o senza l'osservanza dei termini o delle forme previsti dall'articolo 38 ovvero quando i motivi addotti sono manifestamente infondati, la corte, senza ritardo, la dichiara inammissibile con ordinanza avverso la quale è proponibile ricorso per cassazione. La corte di cassazione decide in camera di consiglio a norma dell'articolo 611. (90) ((90a))"
c.p.p.,Art. 41,2.,"2. Fuori dei casi di inammissibilità della dichiarazione di ricusazione, la corte può disporre, con ordinanza, che il giudice sospenda temporaneamente ogni attività processuale o si limiti al compimento degli atti urgenti. (90) ((90a))"
c.p.p.,Art. 41,3.,"3. Sul merito della ricusazione la corte decide a norma dell'articolo 127, dopo aver assunto, se necessario, le opportune informazioni. (90) ((90a))"
c.p.p.,Art. 41,4.,4. L'ordinanza pronunciata a norma dei commi precedenti è comunicata al giudice ricusato e al pubblico ministero ed è notificata alle parti private.
c.p.p.,Art. 42,1.,"1. Se la dichiarazione di astensione o di ricusazione è accolta, il giudice non può compiere alcun atto del procedimento."
c.p.p.,Art. 42,2.,2. Il provvedimento che accoglie la dichiarazione di astensione o di ricusazione dichiara se e in quale parte gli atti compiuti precedentemente dal giudice astenutosi o ricusato conservano efficacia.
c.p.p.,Art. 43,1.,1. Il giudice astenuto o ricusato è sostituito con altro magistrato dello stesso ufficio designato secondo le leggi di ordinamento giudiziario.
c.p.p.,Art. 43,2.,"2. Qualora non sia possibile la sostituzione prevista dal comma 1, la corte o il tribunale rimette il procedimento al giudice ugualmente competente per materia determinato a norma dell'articolo 11."
c.p.p.,Art. 44,1.,"1. Con l'ordinanza che dichiara inammissibile o rigetta la dichiarazione di ricusazione, la parte privata che l'ha proposta può essere condannata al pagamento a favore della cassa delle ammende di una somma da lire cinquecentomila a lire tre milioni, senza pregiudizio di ogni azione civile o penale."
c.p.p.,Art. 45,1.,"1. In ogni stato e grado del processo di merito, quando gravi situazioni locali, tali da turbare lo svolgimento del processo e non altrimenti eliminabili, pregiudicano la libera determinazione delle persone che partecipano al processo ovvero la sicurezza o l'incolumità pubblica, o determinano motivi di legittimo sospetto, la Corte di cassazione, su richiesta motivata del procuratore generale presso la corte di appello o del pubblico ministero presso il giudice che procede o dell'imputato, rimette il processo ad altro giudice, designato a norma dell'articolo 11."
c.p.p.,Art. 45,1.,"1. In ogni stato e grado del processo di merito, quando gravi situazioni locali, tali da turbare lo svolgimento del processo e non altrimenti eliminabili, pregiudicano la libera determinazione delle persone che partecipano al processo ovvero la sicurezza o l'incolumità pubblica, o determinano motivi di legittimo sospetto, la Corte di cassazione, su richiesta motivata del procuratore generale presso la corte di appello o del pubblico ministero presso il giudice che procede o dell'imputato, rimette il processo ad altro giudice, designato a norma dell'articolo 11."
c.p.p.,Art. 48,1.,"1. La Corte di cassazione decide in camera di consiglio a norma dell'articolo 127, dopo aver assunto, se necessario, le opportune informazioni."
c.p.p.,Art. 48,2.,"2. Il Presidente della Corte di cassazione, se rileva una causa d'inammissibilità della richiesta, dispone che per essa si proceda a norma dell'articolo 610, comma 1."
c.p.p.,Art. 48,3.,"3. L'avvenuta assegnazione della richiesta di rimessione alle sezioni unite o a sezione diversa dall'apposita sezione prevista dall'articolo 610, comma 1, è immediatamente comunicata al giudice che procede."
c.p.p.,Art. 48,4.,4. L'ordinanza che accoglie la richiesta è comunicata senza ritardo al giudice procedente e a quello designato. Il giudice procedente trasmette immediatamente gli atti del processo al giudice designato e dispone che l'ordinanza della Corte di cassazione sia per estratto comunicata al pubblico ministero e notificata alle parti private.
c.p.p.,Art. 48,5.,"5. Fermo quanto disposto dall'articolo 190-bis, il giudice designato dalla Corte di cassazione procede alla rinnovazione degli atti compiuti anteriormente al provvedimento che ha accolto la richiesta di rimessione, quando ne è richiesto da una delle parti e non si tratta di atti di cui è divenuta impossibile la ripetizione.
Nel processo davanti a tale giudice, le parti esercitano gli stessi diritti e facoltà che sarebbero loro spettati davanti al giudice originariamente competente."
c.p.p.,Art. 48,6.,"6. Se la Corte rigetta o dichiara inammissibile la richiesta delle parti private queste con la stessa ordinanza possono essere condannate al pagamento a favore della cassa delle ammende di una somma da 1.000 euro a 5.000 euro ((, che può essere aumentata fino al doppio, tenuto conto della causa di inammissibilità della richiesta))."
c.p.p.,Art. 48,6-bis.,"6-bis. Gli importi di cui al comma 6 sono adeguati ogni due anni con decreto del Ministro della giustizia, di concerto con il Ministro dell'economia e delle finanze, in relazione alla variazione, accertata dall'Istituto nazionale di statistica, dell'indice dei prezzi al consumo per le famiglie di operai e impiegati, verificatasi nel biennio precedente"
c.p.p.,Art. 49,1.,"1. Anche quando la richiesta è stata accolta, il pubblico ministero o l'imputato può chiedere un nuovo provvedimento per la revoca di quello precedente o per la designazione di un altro giudice."
c.p.p.,Art. 49,2.,2. L'ordinanza che rigetta o dichiara inammissibile per manifesta infondatezza la richiesta di rimessione non impedisce che questa sia nuovamente proposta purché fondata su elementi nuovi.
c.p.p.,Art. 49,3.,3. È inammissibile per manifesta infondatezza anche la richiesta di rimessione non fondata su elementi nuovi rispetto a quelli già valutati in una ordinanza che ha rigettato o dichiarato inammissibile una richiesta proposta da altro imputato dello stesso procedimento o di un procedimento da esso separato.
c.p.p.,Art. 49,4.,4. La richiesta dichiarata inammissibile per motivi diversi dalla manifesta infondatezza può essere sempre riproposta.
c.p.p.,Art. 50,1.,1. Il pubblico ministero esercita l'azione penale quando non sussistono i presupposti per la richiesta di archiviazione.
c.p.p.,Art. 50,2.,"2. Quando non è necessaria la querela, la richiesta, l'istanza o l'autorizzazione a procedere, l'azione penale è esercitata di ufficio."
c.p.p.,Art. 50,3.,3. L'esercizio dell'azione penale può essere sospeso o interrotto soltanto nei casi espressamente previsti dalla legge.
c.p.p.,Art. 51,1.,"1. Le funzioni di pubblico ministero sono esercitate:
a) nelle indagini preliminari e nei procedimenti di primo grado dai magistrati della procura della Repubblica presso il tribunale; (90) (90a)
b) nei giudizi di impugnazione dai magistrati della procura generale presso la corte di appello o presso la corte di cassazione."
c.p.p.,Art. 51,2.,"2. Nei casi di avocazione, le funzioni previste dal comma 1 lettera a) sono esercitate dai magistrati della procura generale presso la corte di appello. Nei casi di avocazione previsti dall'articolo 371-bis, sono esercitate dai magistrati della Direzione nazionale antimafia. (28)"
c.p.p.,Art. 51,3.,3. Le funzioni previste dal comma 1 sono attribuite all'ufficio del pubblico ministero presso il giudice competente a norma del capo II del titolo I.
c.p.p.,Art. 51,3-bis.,"3-bis. Quando si tratta di procedimenti per i delitti, consumati o tentati, di cui agli articoli 416, sesto e settimo comma, 416, realizzato allo scopo di commettere taluno dei delitti di cui agli articoli 12, commi 1, 3 e 3-ter, e 12-bis del testo unico delle disposizioni concernenti la disciplina dell'immigrazione e norme sulla condizione dello straniero, di cui al decreto legislativo 25 luglio 1998, n. 286, 416, realizzato allo scopo di commettere delitti previsti dagli articoli 473 e 474, 517-quater, 600, 601, 602, 416-bis , 416-ter, 452-quaterdecies e 630 del codice penale, per i delitti commessi avvalendosi delle condizioni previste dal predetto articolo 416-bis ovvero al fine di agevolare l'attività delle associazioni previste dallo stesso articolo, nonché per i delitti previsti dall'articolo 74 del testo unico approvato con decreto del Presidente della Repubblica 9 ottobre 1990, n. 309, dall'articolo 291-quater del testo unico approvato con decreto del Presidente della Repubblica 23 gennaio 1973, n. 43, le funzioni indicate nel comma 1 lettera a) sono attribuite all'ufficio del pubblico ministero presso il tribunale del capoluogo del distretto nel cui ambito ha sede il giudice competente. (132) (267)"
c.p.p.,Art. 51,3-ter.,"3-ter. Nei casi previsti dal comma 3-bis e dai commi 3-quater e 3-quinquies, se ne fa richiesta il procuratore distrettuale, il procuratore generale presso la corte di appello può, per giustificati motivi, disporre che le funzioni di pubblico ministero per il dibattimento siano esercitate da un magistrato designato dal procuratore della Repubblica presso il giudice competente."
c.p.p.,Art. 51,3-quater.,"3-quater. Quando si tratta di procedimenti per i delitti consumati o tentati con finalità di terrorismo le funzioni indicate nel comma 1, lettera a), sono attribuite all'ufficio del pubblico ministero presso il tribunale del capoluogo del distretto nel cui ambito ha sede il giudice competente. PERIODO SOPPRESSO DAL D.L. 23 MAGGIO 2008, N. 92, CONVERTITO CON MODIFICAZIONI DALLA L. 24 LUGLIO 2008, N.
125. (127)"
c.p.p.,Art. 51,3-quinquies.,"3-quinquies. Quando si tratta di procedimenti per i delitti, consumati o tentati, di cui agli articoli 414-bis, 600-bis, 600-ter, 600-quater, 600-quater.1, 600-quinquies, 609-undecies, 615-ter, 615-quater, ((...)) 617-bis, 617-ter, 617-quater, 617-quinquies, 617-sexies, 635-bis, 635-ter, 635-quater, ((635-quater.1, 635-quinquies,)) 640-ter e 640-quinquies del codice penale, ((o per il delitto di cui all'articolo 1, comma 11, del decreto-legge 21 settembre 2019, n. 105, convertito, con modificazioni, dalla legge 18 novembre 2019, n. 133,)) le funzioni indicate nel comma 1, lettera a), del presente articolo sono attribuite all'ufficio del pubblico ministero presso il tribunale del capoluogo del distretto nel cui ambito ha sede il giudice competente. (159)"
