Domanda,Risposta 1,Risposta 2,Risposta 3
La Commissione per l'accesso ai documenti amministrativi è istituita presso (art. 27  legge n. 241/1990): ,"La Presidenza del Consiglio dei ministri. B) La Presidenza della Repubblica.  C) L'ufficio del Garante di cui al D.Lgs. n. 196/2003.  481. A norma del disposto di cui al comma 1, art. 2 D.Lgs. n. 165/2001 la definizione delle  linee fondamentali di organizzazione  degli uffici e la determinazione delle dotazioni organiche complessive sono demandate:  A ciascuna p.a., sulla base dei principi generali fissati dalla legge. ","A ciascuna p.a., in completa autonomia. ","Agli organi di gestione di ciascuna p.a., in completa autonomia. "
"Con riferimento alla classificazione dell'attività amministrativa, l'amministrazione  consultiva: ","Comprende le attività dirette a fornire pareri, orientamenti e chiarimenti alle autorità  che devono provvedere su un determinato  oggetto. ",Comprende le attività di mera verifica sull'esistenza o meno di determinati presupposti. ,"Comprende le attività dirette a sindacare, secondo diritto o secondo le regole della "
"Il Capo II della l. n. 241/1990 è riservato alla regolazione della figura del  responsabile del procedimento, ovvero del soggetto  al quale è affidato il delicato ruolo di autorità di guida di ciascun procedimento  amministrativo. Esso: ","Valuta, ai fini istruttori, le condizioni di ammissibilità, i requisiti di legittimazione  ed i presupposti che siano rilevanti per  l'emanazione di un provvedimento. ",Non è mai competente alla valutazione della sussistenza dell'obbligo di provvedere. ,É solo competente all'indizione delle conferenze di servizi e a decidere avverso i 
L'eseguibilità del provvedimento amministrativo: ,Rappresenta la possibilità legale e giuridica che gli effetti del provvedimento possono  prodursi. ,"Rappresenta l'idoneità del provvedimento a produrre effetti giuridici una volta divenuto  efficace, indipendentemente dalla sua validità  o invalidità. ","Consiste nel potere, in capo all'amministrazione, di attuare coattivamente la "
Dispone l'art. 52 del D.Lgs. n. 165/2001 (Disciplina delle mansioni) che l'esercizio di  fatto di mansioni non corrispondenti  alla qualifica di appartenenza: ,Non ha effetto ai fini dell'inquadramento del lavoratore o dell'assegnazione di incarichi  di direzione. ,"Non dà diritto alla corresponsione della differenza di trattamento economico, ma ha  comunque effetto ai fini dell'inquadramento del  lavoratore o dell'assegnazione di incarichi di direzione. ","Non ha effetto ai fini dell'inquadramento del lavoratore, ma ha effetto ai fini "
Ai sensi dell'art. 25 C.p.a. nei procedimenti davanti al TAR dove si intende  domiciliata la parte che non elegge domicilio nel  comune sede del tribunale amministrativo regionale o della sezione staccata dove pende il  ricorso? ,"Ad ogni effetto, presso la segreteria del tribunale amministrativo regionale o della  sezione staccata. ","Ad ogni effetto, presso il luogo di residenza. ","Ad ogni effetto, presso la segreteria del Consiglio di Stato. "
"I sottosegretari di Stato sono nominati (art. 10, L. 400/1988): ","Con decreto del Presidente della Repubblica, su proposta del Presidente del Consiglio dei  ministri, di concerto con il Ministro che il  sottosegretario è chiamato a coadiuvare, sentito il Consiglio dei ministri. ","Con decreto del Presidente del Consiglio dei ministri, su proposta del Ministro che il  sottosegretario è chiamato a coadiuvare. ",Con decreto del Ministro che il sottosegretario è chiamato a coadiuvare. 
Le norme in materia di procedimento amministrativo stabiliscono che l'attività amministrativa persegue i fini determinati  dalla legge e che sia retta dai principi elencati all'art. 1 della l. n. 241/1990. I  soggetti privati sono tenuti al rispetto di tali  principi? ,"Sì, se preposti all'esercizio di attività amministrative. ","No, in alcun caso. ","Sì, qualunque sia l'attività svolta. "
"L'art. 2 della l. n. 241/1990, fissa il principio di certezza della conclusione del  procedimento stabilendo in particolare al  comma 7 che i termini di conclusione, nel caso di acquisizione di informazioni o  certificazioni relative a fatti, stati o qualità  non attestati in documenti già in possesso dell'amministrazione stessa o non direttamente  acquisibili presso altre P.A.,  possono essere sospesi: ",Per una sola volta. ,Fino ad un massimo di due volte. ,Più volte. 
"Indicare quale affermazione è conforme a quanto dispone il ""Capo III - Semplificazione  della documentazione  amministrativa Sezione V - Norme in materia di dichiarazioni sostitutive"" del D.P.R. n.  445/2000. ","I certificati medici, sanitari, veterinari, di origine, di conformità CE, di marchi o  brevetti non possono essere sostituiti da altro  documento, salvo diverse disposizioni della normativa di settore. ",Non può essere comprovato con dichiarazioni sottoscritte dall'interessato e prodotte in  sostituzione delle normali certificazioni lo  stato di liquidazione o di fallimento ovvero di concordato. ,"La denuncia all'Autorità di P.G. di smarrimento di documenti, è sempre presupposto "
"A norma del disposto di cui al comma 9, art. 2, l.n. 241/1990, la mancata o tardiva  emanazione del provvedimento nei  termini costituisce: ","Elemento di valutazione della performance individuale, nonché di responsabilità  disciplinare e amministrativo-contabile del dirigente  e del funzionario inadempiente. ","Elemento di valutazione della performance collettiva dell'Amministrazione, nonché di  responsabilità disciplinare e amministrativocontabile del dirigente e del funzionario  inadempiente. ",Responsabilità disciplinare e amministrativo-contabile del dirigente e del funzionario 
"Dal punto di vista degli effetti, le autorizzazioni ricognitive: ",Accertano l'esistenza dei presupposti richiesti dalla legge per esercitare una certa  attività. ,Attribuiscono nuove facoltà. ,Permettono di esercitare facoltà preesistenti. 
Il contenuto della motivazione di un provvedimento amministrativo può essere costituito  dal rinvio ad altro atto? ,"Sì, la motivazione per relationem è espressamente prevista all'art. 3 della l. n. 241/1990. ","Sì, lo prevede espressamente l'art. 3 della l. 241/1990, ma solo ed esclusivamente  qualora sia giustificato da ragioni di economicità. ",La motivazione per relationem è ammessa solo per i provvedimenti vincolati. 
"Con riferimento al riesame con esito conservativo del provvedimento adottato, la  convalida: ",Richiede la sussistenza di ragioni di tutela dell'interesse pubblico e l'esistenza di un  termine ragionevole entro il quale effettuare la  convalida. ,Può riguardare anche un atto amministrativo viziato per difetto dei presupposti. ,Spetta esclusivamente all'Amministrazione che ha emanato l'atto viziato. 
Indicare quale affermazione è conforme a quanto dispone l'art. 33 del D.Lgs. n. 104/2010 in merito alle pronunce  giurisdizionali e in particolare sui provvedimenti del giudice. ,Il giudice pronuncia sentenza quando definisce in tutto o in parte il giudizio. ,Le sentenze di primo grado non sono esecutive. ,Le ordinanze e i decreti devono essere sempre pronunciati in udienza o in camera di 
"Con riferimento al riesame con esito demolitorio del provvedimento adottato,  l'annullamento d'ufficio (art. 21-nonies della l.  n.241/1990): ",Produce due effetti: uno demolitorio e uno ripristinatorio. ,Ricorre quando si differisce il termine di efficacia di un precedente provvedimento. ,Ricorre quando l'Amministrazione ritira un atto non ancora efficace. 
Nell'ambito del procedimento amministrativo quale di questi mezzi di prova non può  essere assunto o ammesso d'ufficio dal  giudice (art. 63 C.p.a): ,La testimonianza. ,Chiarimenti o documenti. ,L'esibizione in giudizio da parte di terzi di documenti o quanto altro ritenga necessario. 
"A norma del disposto di cui al co. 4, art. 59, D.Lgs. n. 50/2016, sono considerate  inammissibili le offerte: ",Che non hanno la qualificazione necessaria. ,Che non rispettano i documenti di gara. ,Che sono state ricevute in ritardo rispetto ai termini indicati nel bando o nell'invito 
"Indicare quale tra le seguenti affermazioni sui pareri facoltativi e obbligatori (non  vincolanti, vincolanti, parzialmente  vincolanti, conformi) e sulla loro disciplina è corretta. ",I pareri si differenziano dalle valutazioni tecniche che consistono in giudizi tecnici  espressi in conformità alle scienze ed alle arti. ,Alla luce di quanto dispone l. n. 241/1990 il mancato rilascio del parere obbligatorio o  la mancata rappresentazione di esigenze  istruttorie obbligano l'amministrazione a interrompere l'iter procedimentale ed a  sollecitare il parere. ,"Sono legittimi i pareri emanati in sanatoria, dopo l'emanazione del provvedimento "
"A norma del disposto di cui all'art. 10, L. 400/1988, i sottosegretari di Stato: ",Sono nominati con decreto del Presidente della Repubblica su proposta del Presidente del  Consiglio dei ministri. ,Esercitano le attribuzioni loro conferite dal Presidente del Senato. ,Esercitano le attribuzioni loro conferite dal Presidente della Repubblica. 
"Con riferimento agli elementi ed ai requisiti dell'atto amministrativo, la condizione  sospensiva o risolutiva costituisce: ",Componente accidentale dell'atto. ,Elemento necessario giuridicamente per dar vita all'atto. ,Requisito di efficacia necessario perché l'atto spieghi i suoi effetti. 
La motivazione dei provvedimenti amministrativi può essere più o meno intensa a seconda  del tipo di atto. In caso di  provvedimenti positivi: ,La motivazione è succinta con riferimento alla conformità della domanda alla legge ed ai  regolamenti. ,La motivazione deve essere particolarmente ampia in quanto deve dare contezza della  valutazione degli interessi pubblici e privati  sottesi all'azione amministrativa. ,"La motivazione è ridotta alla c.d. giustificazioni, ovvero alle norme di legge poste a "
"La disposizione di cui all'art. 55-quater del D.Lgs. n. 165/2001, prevede alcune  fattispecie sanzionatorie, non conservative  del rapporto di lavoro, riconducibili alla tipologia del licenziamento c.d. disciplinare,  tra cui rileva: ","Insufficiente rendimento, dovuto alla reiterata violazione degli obblighi concernenti la  prestazione lavorativa, e rilevato dalla costante  valutazione negativa della performance del dipendente per ciascun anno dell'ultimo triennio, resa a tali specifici fini ai sensi  dell'articolo 3, comma 5-bis, del D.Lgs.n. 150/ 2009. ",Inosservanza lieve degli obblighi in materia di prevenzione degli infortuni e di  sicurezza sul lavoro. ,Atti o comportamenti denigratori nei confronti di un altro dipendente. 
"Indicare quale affermazione afferente ""l'autorizzazione"" è corretta. ",Nell'autorizzazione il privato opera sul mercato in concorrenza con altri soggetti  autorizzati. ,"L'autorizzazione ha natura costitutiva, in quanto attribuisce al privato un diritto di  cui prima non era titolare. ",Nell'autorizzazione vi è un potere di ingerenza della P.A. nello svolgimento 
"Con riferimento alle situazioni giuridiche soggettive attive, il diritto soggettivo: ","È il potere di agire per il soddisfacimento del proprio interesse, protetto  dall'ordinamento giuridico in modo pieno e diretto. ",È l'interesse giuridicamente qualificato che fa capo ad un determinato soggetto nei  confronti dell'ordinamento volto al conseguimento  di un risultato favorevole in occasione dell'esercizio della potestà pubblica. ,È la manifestazione dell'autonomia di un soggetto nella titolarità di specifiche 
"Affinché l'atto amministrativo oltre che perfetto sia valido ed efficace occorre che  oltre agli elementi costitutivi sussistano  anche alcuni requisiti, la cui mancanza incide sulla legittimità o sull'efficacia del  medesimo. I requisiti d'efficacia: ","Sono richiesti affinché l'atto già perfetto, possa produrre i suoi effetti. ",Sono richiesti dalla legge perché un atto sia valido. ,"Operano ex tunc e sono: i controlli, il verificarsi della condizione sospensiva e del "
La Relazione sulla performance (art. 10 D.Lgs. 150/2009) è adottata: ,Entro il 30 giugno. ,Entro il 31 luglio. ,Entro il 30 agosto. 
A norma di quanto dispone l'art. 29 del D.Lgs. n. 104/2010 l'azione di annullamento può  essere fatta valere per  incompetenza? ,"Sì, può essere fatta valere per incompetenza, violazione di legge ed eccesso di potere. ","No, può essere fatta valere solo per violazione di legge. ","Sì, può essere fatta valere solo per incompetenza ed eccesso di potere. "
